name,label
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/002_e15af9a0.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/006_76b1953b.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/001_7ab5215d.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/010_3128f446.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/014_b759c97b.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/012_2ca899e6.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/003_96ab4dae.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/011_dc27d9ba.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/009_573f29b8.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/008_d8e7bb21.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/007_51b292c3.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/005_8b047a7d.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/013_bb643f81.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/004_85105459.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/020_fc14eb2d.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/031_45490db0.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/030_7801ccd8.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/019_35a777ed.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/044_021cdc37.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/027_ea94560e.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/039_874a9e4b.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/040_f89b9e2a.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/026_14e69975.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/042_f9540aba.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/035_f91004d1.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/016_943019a0.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/033_2d34b2b6.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/034_57600f8e.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/037_6f908387.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/038_d7525abc.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/029_8032d4aa.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/043_9d5fa0af.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/022_44ebe57c.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/032_73a7a000.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/041_76747201.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/024_05eb4b1c.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/028_69262a7f.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/021_77c3fd77.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/015_19e36f00.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/023_eafcf9f7.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/036_3de65903.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/025_c4f24b19.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/017_9f820d32.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/018_014dfe86.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/053_6a527262.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/051_d5b806de.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/070_d8b4c04a.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/056_334e6696.jpg,0
/content/drive/MyDrive/C_DATASET/w_img/Modern_Style/069_a307fe87.jpg,0
