name,label
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/002_609ffc6d.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/010_b8bc9f58.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/005_df8de82a.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/008_3776e21a.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/003_0a5e07b7.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/009_08eb6bd5.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/004_5c53c533.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/007_86313482.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/006_d287eadf.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/001_3cc7e8ce.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/015_6bcbab5b.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/016_5e6f5cca.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/014_757a305c.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/011_dd9fdede.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/013_b15bf9d4.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/012_b603ca6e.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/020_a789940a.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/018_f9ccf792.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/021_624efa66.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/017_64efebcb.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/019_468f2445.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/023_d223ad8b.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/025_34fefea7.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/024_a369641e.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/026_c18c9ad5.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/022_028eefdb.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/027_a07e54a2.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/031_295f7b4b.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/029_4411dd32.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/028_fd11534f.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/030_01d459eb.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/033_f7cd64a9.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/035_70a6aecb.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/034_a5c68cde.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/032_5e999be0.jpg,0
/content/drive/MyDrive/C_DATASET/m_img/Tomboy_Fashion_Style/037_ef69e71d.jpg,0
